"location","device","filter","day","elapsed_time","n_readings","daily_mean_pm","daily_95_pm","daily_mean_rh","daily_mean_t"
"Tainan, Taiwan","AD00406","J1634",2024-08-11,9.7,30,2.8,4.9,28.3,44.4
"AASTU, Ethiopia","AD00098","J1876",2024-08-10,24,72,29.9,69.9,37.9,29.9
"Adama, Ethiopia","AD00410","J1980",2024-08-10,1.7,6,16.6,25,41.1,33.5
"Amity University Noida, India","AD00413","J1524",2024-08-10,23.7,71,56.2,106.7,45.3,38.1
"Amity University Noida, India","AD00414","J1855",2024-08-10,23.7,72,65.2,129.1,52.3,38.3
"Tainan, Taiwan","AD00403","J1286",2024-08-10,23.3,71,17.6,34.2,53.8,34.4
"Tainan, Taiwan","AD00406","J1628",2024-08-10,23.3,71,7.3,15.3,45.6,35.4
"Adama, Ethiopia","AD00410","J1980",2024-08-09,24,73,12.6,23,38.3,32.9
"Amity University Noida, India","AD00413","J1524",2024-08-09,24,73,44.2,75.3,40.5,40.9
"Amity University Noida, India","AD00414","J1855",2024-08-09,24,73,48.4,75.9,54.8,37.5
"Tainan, Taiwan","AD00403","J1268",2024-08-09,9.3,29,12,16.3,56.5,34.7
"Tainan, Taiwan","AD00406","J1123",2024-08-09,9.3,29,11.7,16,50.4,33.3
"Adama, Ethiopia","AD00410","J1903",2024-08-08,0,1,17.7,17.7,39.6,31.6
"Amity University Noida, India","AD00413","J1489",2024-08-08,22.7,67,35,58.5,44.4,38.3
"Amity University Noida, India","AD00414","J1797",2024-08-08,22.7,69,44.7,75.2,50.8,38.4
"Tainan, Taiwan","AD00403","J1268",2024-08-08,23.7,72,13.2,21.6,45.2,39.4
"Tainan, Taiwan","AD00406","J1123",2024-08-08,23.7,72,6.6,11.4,34.9,41.8
"Adama, Ethiopia","AD00410","J1903",2024-08-07,24,73,24.4,78.3,34.5,33.9
"Amity University Noida, India","AD00413","J1489",2024-08-07,24,71,38.2,58.8,44.1,38.8
"Amity University Noida, India","AD00414","J1797",2024-08-07,24,73,45,87.4,56.8,36.2
"Tainan, Taiwan","AD00403","J1289",2024-08-07,9.3,29,14.5,17.8,28.2,49.5
"Tainan, Taiwan","AD00406","J1631",2024-08-07,9.3,29,14.2,17.2,26.9,48
"Adama, Ethiopia","AD00410","J1911",2024-08-06,8.3,26,12.6,21.2,36.6,35.5
"Tainan, Taiwan","AD00403","J1289",2024-08-06,23.7,72,7.9,16.9,49.7,36.4
"Tainan, Taiwan","AD00406","J1631",2024-08-06,23.7,72,3.2,9.4,41.5,37.5
"Adama, Ethiopia","AD00410","J1911",2024-08-05,23.7,72,15.7,29.8,39.2,31.5
"Adama, Ethiopia","AD00410","J1922",2024-08-03,13.7,42,26.3,68.1,37.4,34.2
"Adama, Ethiopia","AD00410","J1922",2024-08-02,24,73,19.5,68,35.5,33
"Amity University Noida, India","AD00414","J1871",2024-08-02,23.3,71,43,80.8,51.3,38.5
"Adama, Ethiopia","AD00410","J1239",2024-08-01,9.3,29,28.2,92.9,30.6,38.7
"Amity University Noida, India","AD00413","J1532",2024-08-01,7,22,16.2,36,33.3,43.6
"Amity University Noida, India","AD00414","J1865",2024-08-01,6.7,21,19,41.3,46.8,41.7
"JPL","AD00402","J1895",2024-08-01,2.7,9,8.2,8.7,18,41.1
"Tainan, Taiwan","AD00403","J1291",2024-08-01,9.3,29,5.6,7.5,30,47.8
"Tainan, Taiwan","AD00406","J1162",2024-08-01,9,28,5,7,27.9,46.3
"AASTU, Ethiopia","AD00098","J1680",2024-07-31,6.7,15,14.8,32.9,33.3,33.9
"Adama, Ethiopia","AD00410","J1239",2024-07-31,23.7,72,31.9,109.3,35.7,32.9
"Amity University Noida, India","AD00413","J1532",2024-07-31,23.7,71,25.6,46.9,39.2,41.8
"Amity University Noida, India","AD00414","J1865",2024-07-31,23.7,72,25.2,45.5,52.3,38.9
"JPL","AD00402","J1907",2024-07-31,21.7,66,10.6,18.3,24.4,31.3
"Tainan, Taiwan","AD00403","J1291",2024-07-31,23.7,72,4.2,6.5,46.4,38.4
"Tainan, Taiwan","AD00406","J1162",2024-07-31,24,73,1.5,2.7,35.2,41.3
"AASTU, Ethiopia","AD00098","J1680",2024-07-30,23.7,71,27.8,41,38,27.8
"Adama, Ethiopia","AD00410","J1239",2024-07-30,23.7,72,21.1,37.2,33.8,34.5
"Amity University Noida, India","AD00413","J1522",2024-07-30,5.7,18,47.6,85.3,35.4,45.4
"Amity University Noida, India","AD00414","J1475",2024-07-30,5.7,18,45.7,70.3,35.7,49.2
"JPL","AD00402","J1907",2024-07-30,23.7,72,8.6,12.6,23.4,30
"Tainan, Taiwan","AD00403","J1227",2024-07-30,9.3,29,2.1,5,34.1,44.8
"Tainan, Taiwan","AD00406","J1157",2024-07-30,9.3,29,1.6,4.5,32.1,43.7
"AASTU, Ethiopia","AD00098","J1680",2024-07-29,24,73,22.4,34,33.1,31.1
"Adama, Ethiopia","AD00410","J1270",2024-07-29,9.3,29,15.9,27.4,33.4,34.7
"Adama, Ethiopia","AD00412","J1685",2024-07-29,8.7,5,4997.8,4998.1,16.7,48.1
"Amity University Noida, India","AD00413","J1522",2024-07-29,24,68,76.8,117.8,35.8,44.2
"Amity University Noida, India","AD00414","J1475",2024-07-29,24,74,65.1,104.6,44.8,42.7
"JPL","AD00402","J1907",2024-07-29,24,73,5,7.6,26.1,31.6
"Tainan, Taiwan","AD00403","J1227",2024-07-29,23.7,72,10.6,17.7,51.6,36.7
"Tainan, Taiwan","AD00406","J1157",2024-07-29,23.6,72,4.8,8.2,39.7,39.1
"Amity University Noida, India","AD00413","J1543",2024-07-28,22.7,67,46.9,72.7,40.8,40.4
"Amity University Noida, India","AD00414","J1796",2024-07-28,23,70,40.2,61.8,42.8,42.9
"Adama, Ethiopia","AD00410","J1233",2024-07-27,9.3,29,11.5,20.2,32.7,38.2
"Amity University Noida, India","AD00413","J1543",2024-07-27,23.7,70,59.7,115,39.6,42.1
"Amity University Noida, India","AD00414","J1796",2024-07-27,23.7,72,54.1,103.5,45.9,42.3
"Adama, Ethiopia","AD00410","J1233",2024-07-26,23.7,72,15.8,29.1,37.7,32
"Amity University Noida, India","AD00413","J1543",2024-07-26,24,72,109.2,189,36.4,43.9
"Amity University Noida, India","AD00414","J1796",2024-07-26,24,74,92.6,166.9,50.2,40.2
"AASTU, Ethiopia","AD00098","J1275",2024-07-25,7.3,21,34.6,60,27.1,36.5
"Adama, Ethiopia","AD00410","J1285",2024-07-25,1.3,5,48.2,58.9,39.3,31
"Adama, Ethiopia","AD00412","J1675",2024-07-25,0.7,3,42.2,42.9,38.9,31.1
"Amity University Noida, India","AD00414","J1798",2024-07-25,23.3,71,48.4,87.5,46.4,41.5
"JPL","AD00402","J1918",2024-07-25,23,70,9.9,17.3,26.5,34.9
"AASTU, Ethiopia","AD00098","J1275",2024-07-24,24,72,30.6,52,36.2,30.3
"Adama, Ethiopia","AD00410","J1285",2024-07-24,23.7,72,34.8,88.7,34.5,33.2
"Adama, Ethiopia","AD00412","J1675",2024-07-24,23.3,68,33.9,85.5,32.4,33.5
"Amity University Noida, India","AD00414","J1798",2024-07-24,23.7,72,93.3,159.2,50.7,40.3
"JPL","AD00402","J1918",2024-07-24,23.7,72,11.5,14,27.1,34.8
"Adama, Ethiopia","AD00410","J1285",2024-07-23,23.7,72,21.4,43.5,38.8,31.1
"Adama, Ethiopia","AD00412","J1675",2024-07-23,23.3,37,17.3,28,19.2,45.8
"Amity University Noida, India","AD00413","J1496",2024-07-23,21.3,64,78.2,110.1,37.8,43.2
"Amity University Noida, India","AD00414","J1798",2024-07-23,23.7,72,60.4,89.6,49,40.5
"JPL","AD00402","J1918",2024-07-23,24,73,7.3,10.8,26.2,36.8
"Tainan, Taiwan","AD00403","J1244",2024-07-23,14.3,44,15.2,36.3,44.5,40.5
"Tainan, Taiwan","AD00406","J1135",2024-07-23,14.3,44,5.3,11.8,34.3,43.1
"Adama, Ethiopia","AD00412","J1701",2024-07-22,23,64,85.9,322.3,33.5,33.6
"Adama, Ethiopia","AD00410","J1266",2024-07-21,13.7,42,22.6,39.3,33.4,35.8
"Adama, Ethiopia","AD00412","J1701",2024-07-21,23.7,71,20.2,29.6,33.9,33
"Amity University Noida, India","AD00414","J1881",2024-07-21,23.7,72,72.3,100.6,46.5,42
"Tainan, Taiwan","AD00403","J1256",2024-07-21,9.3,29,14.9,35.6,39.1,42.1
"Tainan, Taiwan","AD00406","J1120",2024-07-21,9.3,29,10.5,22.9,35.1,41
"Adama, Ethiopia","AD00410","J1266",2024-07-20,24,73,20.1,34.6,39.1,31.7
"Adama, Ethiopia","AD00412","J1701",2024-07-20,24,68,20,32.6,21.3,44.5
"Amity University Noida, India","AD00413","J1530",2024-07-20,18.3,56,102,160.6,39.8,41.6
"Amity University Noida, India","AD00414","J1881",2024-07-20,24,73,82.1,141.3,43.6,43
"Tainan, Taiwan","AD00403","J1256",2024-07-20,23.7,72,12.9,19.3,43.3,40.1
"Tainan, Taiwan","AD00406","J1120",2024-07-20,23.7,72,6.3,10.3,33.4,42.6
"Adama, Ethiopia","AD00412","J1702",2024-07-19,1.3,5,33.4,46.6,37.6,33.4
"Amity University Noida, India","AD00413","J1511",2024-07-19,6,19,140.9,168.4,46.5,40.2
"Amity University Noida, India","AD00414","J1799",2024-07-19,6,19,123.5,146.6,44.1,44
"Adama, Ethiopia","AD00412","J1702",2024-07-18,23.7,72,41.9,107.9,34.8,33
"Amity University Noida, India","AD00413","J1511",2024-07-18,23.7,72,86.6,158.1,47.4,36.5
"Amity University Noida, India","AD00414","J1799",2024-07-18,23.7,72,77,141.2,46.5,40.2
"Tainan, Taiwan","AD00403","J1237",2024-07-18,9.3,29,10.2,17.4,29.2,47.9
"Tainan, Taiwan","AD00406","J1125",2024-07-18,9.3,29,8.3,13.5,26,46.5
"Adama, Ethiopia","AD00412","J1702",2024-07-17,23.7,72,26.6,69.2,41.4,28.2
"Amity University Noida, India","AD00413","J1511",2024-07-17,24,73,77.8,120.6,37.2,43.6
"Amity University Noida, India","AD00414","J1799",2024-07-17,24,73,66.6,105.7,46.3,42
"Tainan, Taiwan","AD00403","J1237",2024-07-17,23.7,72,12.7,20,39.7,40.6
"Tainan, Taiwan","AD00406","J1125",2024-07-17,23.7,72,7.3,12.5,32.2,42
"Adama, Ethiopia","AD00410","J1261",2024-07-16,0.3,2,43.4,52.2,45.9,29
"Adama, Ethiopia","AD00412","J1702",2024-07-16,24,70,24,38.1,21.9,43.4
"Amity University Noida, India","AD00414","J1793",2024-07-16,23,70,65.2,90.3,42,43.3
"Amity University Noida, India","AD00414","J1793",2024-07-15,23.7,72,70.2,91.6,46.5,41
"Amity University Noida, India","AD00413","J1503",2024-07-14,5.7,18,61.7,106.6,38.1,43.9
"Amity University Noida, India","AD00414","J1793",2024-07-14,23.7,72,77.7,131.8,40.4,43.5
"Adama, Ethiopia","AD00412","J1694",2024-07-13,16,49,23.1,42.2,41.4,28.5
"Amity University Noida, India","AD00413","J1503",2024-07-13,23.7,72,76.4,124.5,44.9,37.2
"Amity University Noida, India","AD00414","J1793",2024-07-13,23.7,72,67,107.8,45,40.9
"JPL","AD00402","J1902",2024-07-13,6.3,20,26.2,32.6,33.3,40.4
"Tainan, Taiwan","AD00403","J1229",2024-07-13,14,43,8.6,15,32.6,42.9
"Tainan, Taiwan","AD00406","J1124",2024-07-13,14,43,7.3,12.2,29.6,41.8
"Adama, Ethiopia","AD00412","J1694",2024-07-12,23.7,45,40.3,114.7,24.9,42.1
"Amity University Noida, India","AD00413","J1503",2024-07-12,24,73,49.2,88.7,34,42.3
"Amity University Noida, India","AD00414","J1793",2024-07-12,24,73,39.5,74,43.1,40.6
"JPL","AD00402","J1902",2024-07-12,23.7,72,27.5,37.4,41.1,29.8
"Tainan, Taiwan","AD00403","J1229",2024-07-12,23.7,72,7.4,13.5,38.4,42.2
"Tainan, Taiwan","AD00406","J1124",2024-07-12,23.7,72,3.7,7.8,29.8,44.4
"Adama, Ethiopia","AD00412","J1693",2024-07-11,8.3,26,31.6,43.4,28.8,40.2
"Amity University Noida, India","AD00413","J1535",2024-07-11,23,70,60.2,111.5,40.7,41.1
"Amity University Noida, India","AD00414","J1850",2024-07-11,23,70,53.1,99.2,41.6,44.5
"JPL","AD00402","J1902",2024-07-11,24,73,26.6,38.8,37.9,34.5
"Adama, Ethiopia","AD00412","J1693",2024-07-10,24,72,26,47.5,35.7,32.2
"Amity University Noida, India","AD00413","J1535",2024-07-10,23.7,72,111.3,199.4,47.4,37.5
"Amity University Noida, India","AD00414","J1850",2024-07-10,23.7,72,99.5,182.3,49.4,40.5
"Tainan, Taiwan","AD00403","J1238",2024-07-10,16,49,1,3.8,36.1,42.4
"Tainan, Taiwan","AD00406","J1122",2024-07-10,9.3,28,0.3,0.8,28,44.8
"Adama, Ethiopia","AD00412","J1693",2024-07-09,23.7,72,47.1,143.3,22.9,42.3
"Amity University Noida, India","AD00413","J1535",2024-07-09,24,73,105.6,218.3,37.6,42.8
"Amity University Noida, India","AD00414","J1850",2024-07-09,24,73,89.9,192.1,49.3,40
"JPL","AD00402","J1919",2024-07-09,2.7,9,24.3,25.7,25.9,39.6
"Tainan, Taiwan","AD00403","J1238",2024-07-09,23.7,72,1.8,4.4,39.5,40.8
"Tainan, Taiwan","AD00406","J1122",2024-07-09,23.7,59,0.6,1.9,29.1,44
"AASTU, Ethiopia","AD00098","J1689",2024-07-08,0,1,25.8,25.8,59.4,24.9
"Amity University Noida, India","AD00413","J1534",2024-07-08,23,70,64.1,101.3,42.3,38.5
"Amity University Noida, India","AD00414","J1791",2024-07-08,23,70,62.6,106.3,49,38.6
"Amity University Noida, India","AD00413","J1534",2024-07-07,23.7,72,17.6,51.5,39.5,38.8
"Amity University Noida, India","AD00414","J1791",2024-07-07,23.7,72,16.4,49.7,45.4,38.9
"AASTU, Ethiopia","AD00098","J1689",2024-07-06,0.7,3,18.1,18.6,36.7,31.3
"Amity University Noida, India","AD00413","J1534",2024-07-06,23.7,72,34.7,67.3,42.9,39.4
"Amity University Noida, India","AD00414","J1791",2024-07-06,23.7,72,33.3,62.7,49.9,39.5
"AASTU, Ethiopia","AD00098","J1689",2024-07-05,23.3,41,19.3,42.9,36,31.1
"Amity University Noida, India","AD00413","J1534",2024-07-05,23.7,72,45.6,76.4,45.7,37.7
"Amity University Noida, India","AD00414","J1791",2024-07-05,23.7,72,45.3,78.8,52.5,37.9
"JPL","AD00402","J1905",2024-07-05,0,1,115.4,115.4,34.9,37.6
"JPL","AD00402","J1914",2024-07-05,6,19,69,122.3,16.1,48.1
"Tainan, Taiwan","AD00403","J1240",2024-07-05,9.3,29,7.3,15,38.6,43.1
"AASTU, Ethiopia","AD00098","J1689",2024-07-04,24,50,26.5,54.7,28,33.9
"Amity University Noida, India","AD00413","J1534",2024-07-04,24,73,49,78.4,38.1,42
"Amity University Noida, India","AD00414","J1791",2024-07-04,24,73,44.5,72.3,51.7,38.2
"JPL","AD00402","J1905",2024-07-04,23.7,72,73.5,241.5,30.9,32
"Tainan, Taiwan","AD00403","J1240",2024-07-04,23.7,72,10.4,16.1,43.8,41.1
"JPL","AD00402","J1905",2024-07-03,23.7,72,13.8,21.1,28.3,33.4
"Tainan, Taiwan","AD00403","J1243",2024-07-03,9.3,29,1.9,4.7,30.2,47.2
"Tainan, Taiwan","AD00406","J1143",2024-07-03,9.3,29,1.3,3.8,25.9,46.5
"JPL","AD00402","J1905",2024-07-02,24,73,12.8,19.6,31.5,34.1
"Tainan, Taiwan","AD00403","J1243",2024-07-02,23.7,72,1.8,3.6,40.3,40.8
"Tainan, Taiwan","AD00406","J1143",2024-07-02,23.7,72,0.6,2,31.4,42.9
"AASTU, Ethiopia","AD00098","J1695",2024-06-27,18,52,24.4,41.3,47.9,24
"JPL","AD00402","J1910",2024-06-27,1,4,10.8,12.1,34.7,33.7
"Tainan, Taiwan","AD00403","J1250",2024-06-27,12.3,38,7.8,13.1,29.8,45.9
"Tainan, Taiwan","AD00406","J1132",2024-06-27,9.3,29,8.2,12.8,24.5,47.6
"AASTU, Ethiopia","AD00098","J1695",2024-06-26,24,73,24.4,50.7,36,30.5
"JPL","AD00402","J1910",2024-06-26,24,73,8.8,11.1,34.4,32.4
"Tainan, Taiwan","AD00403","J1250",2024-06-26,23.7,72,6.6,11.3,40.4,40.8
"Tainan, Taiwan","AD00406","J1132",2024-06-26,23.7,72,2.4,4.3,29.7,44.1
"AASTU, Ethiopia","AD00098","J1688",2024-06-25,7.7,21,25.7,49.7,39.5,29
"JPL","AD00402","J1920",2024-06-25,3,10,9.3,11.5,24.5,39.2
"AASTU, Ethiopia","AD00098","J1688",2024-06-24,23.7,44,22.9,53.8,37.1,29
"JPL","AD00402","J1920",2024-06-24,23.7,72,8.4,12.4,23.1,33.1
"AASTU, Ethiopia","AD00098","J1688",2024-06-23,23.7,66,32.1,55.4,38.5,27
"JPL","AD00402","J1920",2024-06-23,23.7,72,7.7,11.7,21.5,35.2
"Tainan, Taiwan","AD00403","J1241",2024-06-23,9.3,29,1,3.4,32.4,45.6
"Tainan, Taiwan","AD00406","J1130",2024-06-23,14,43,0.7,1.5,32.2,42.2
"AASTU, Ethiopia","AD00098","J1688",2024-06-22,24,25,36.4,62.6,29.3,34.5
"JPL","AD00402","J1920",2024-06-22,23.7,72,8.2,13.9,22.9,36.4
"Tainan, Taiwan","AD00403","J1241",2024-06-22,23.7,72,4.9,15.2,42,41.6
"Tainan, Taiwan","AD00406","J1130",2024-06-22,23.7,71,2.2,8.2,34.1,42.9
"AASTU, Ethiopia","AD00098","J1705",2024-06-21,7.7,24,15.6,23.6,26.2,35.8
"Amity University Noida, India","AD00088","#2LPM",2024-06-21,0,1,108.2,108.2,25,49.5
"Amity University Noida, India","AD00088","#2LPM",2024-06-21,6.2,9,65.2,104.5,24,49.2
"JPL","AD00402","J1920",2024-06-21,23.7,72,9.9,13.5,25.8,34
"AASTU, Ethiopia","AD00098","J1705",2024-06-20,23.7,68,33,70.5,36.4,27.6
"JPL","AD00402","J1920",2024-06-20,24,73,11.4,20,32.7,32.1
"Tainan, Taiwan","AD00403","J1254",2024-06-20,9.3,29,0.7,1.6,32.5,46.1
"Tainan, Taiwan","AD00406","J1646",2024-06-20,9.3,29,0.4,1.1,29.4,45.2
"AASTU, Ethiopia","AD00098","J1705",2024-06-19,23.7,66,39.6,75.9,31.2,29.1
"JPL","AD00402","J1829",2024-06-19,0.3,2,17,17.2,34,34.4
"Tainan, Taiwan","AD00403","J1254",2024-06-19,23.7,72,6.2,13.1,42.4,40.7
"Tainan, Taiwan","AD00406","J1646",2024-06-19,23.7,72,2.9,6.7,34.9,41.8
"AASTU, Ethiopia","AD00098","J1705",2024-06-18,23.7,70,53.8,121.1,39,25.7
"Amity University Noida, India","AD00088","#2LPM",2024-06-18,2.3,6,24.7,26.7,8.4,66.1
"JPL","AD00402","J1829",2024-06-18,23.7,72,16,22.3,33,29.9
"Tainan, Taiwan","AD00403","J1228",2024-06-18,9.3,29,1.9,3,31.9,45.5
"Tainan, Taiwan","AD00406","J1664",2024-06-18,9.3,29,1.4,2.8,28.9,44.7
"AASTU, Ethiopia","AD00098","J1705",2024-06-17,24,73,38.5,61.5,37.3,28.3
"Amity University Noida, India","AD00088","#2LPM",2024-06-17,24,73,36.1,61.7,10.4,62.4
"JPL","AD00402","J1829",2024-06-17,23.7,72,14.9,22.3,31.7,29.8
"Tainan, Taiwan","AD00403","J1228",2024-06-17,23.7,72,12.2,18,43.3,40
"Tainan, Taiwan","AD00406","J1664",2024-06-17,23.7,72,6.4,9.3,35.4,41.3
"AASTU, Ethiopia","AD00098","J1686",2024-06-16,4.3,10,20.5,30.4,16.8,39.1
"Amity University Noida, India","AD00088","#2LPM",2024-06-16,23.3,71,30.1,46.4,8.5,61.9
"JPL","AD00402","J1829",2024-06-16,23.6,72,13.2,18.4,29.7,31.4
"AASTU, Ethiopia","AD00098","J1686",2024-06-15,23.3,63,23.2,53.5,26.2,29.9
"Amity University Noida, India","AD00088","#2LPM",2024-06-15,24,73,31.8,57.1,9.6,60.6
"JPL","AD00402","J1829",2024-06-15,23.7,72,28.4,92.4,25.5,33.5
"AASTU, Ethiopia","AD00098","J1686",2024-06-14,20,18,22.6,43.2,22.1,36.2
"Amity University Noida, India","AD00088","#2LPM",2024-06-14,23.7,72,25.5,40,11.2,58.1
"JPL","AD00402","J1829",2024-06-14,23.7,72,19.6,30.8,28.7,32.7
"Tainan, Taiwan","AD00403","J1226",2024-06-14,9.3,29,8.9,11.4,41.3,43
"Tainan, Taiwan","AD00406","J1655",2024-06-14,9,28,9,13.2,41.6,41.7
"AASTU, Ethiopia","AD00098","J1686",2024-06-13,10,13,50.8,69.8,42.4,28.3
"Amity University Noida, India","AD00088","#2LPM",2024-06-13,0.3,2,22.6,23.1,8.8,61.8
"Amity University Noida, India","AD00088","#2LPM",2024-06-13,23.7,72,24.4,39.9,8.5,60.7
"JPL","AD00402","J1829",2024-06-13,23.7,72,16.1,27,30.3,30.5
"Tainan, Taiwan","AD00403","J1226",2024-06-13,23.7,72,5.7,8,48.5,38.1
"Tainan, Taiwan","AD00406","J1655",2024-06-13,24,73,2.9,4.2,42.1,38.3
"Adama, Ethiopia","AD00410","J1440",2024-06-12,4.3,7,74.5,100.1,35.1,29
"JPL","AD00402","J1829",2024-06-12,23.7,72,17.3,28.5,33.2,30.3
"Tainan, Taiwan","AD00403","J1251",2024-06-12,9.3,29,5.2,7.7,45,39.2
"Tainan, Taiwan","AD00406","J1661",2024-06-12,9.3,29,5.5,8.2,41.7,37.7
"Adama, Ethiopia","AD00410","J1440",2024-06-11,22.3,42,83.7,118.2,34.3,28.7
"JPL","AD00402","J1829",2024-06-11,24,73,21.7,30.6,38.3,30.1
"Tainan, Taiwan","AD00403","J1251",2024-06-11,23.7,72,2.5,3.9,50.6,36.7
"Tainan, Taiwan","AD00406","J1661",2024-06-11,23.7,72,0.8,1.8,42.6,37.5
"AASTU, Ethiopia","AD00098","J1707",2024-06-10,5,16,20.1,22.2,19.4,40.8
"Adama, Ethiopia","AD00410","J1440",2024-06-10,23.6,56,97.1,185,33.5,29.4
"JPL","AD00402","J1841",2024-06-10,21.3,65,17.8,25.4,32.3,29.5
"Adama, Ethiopia","AD00410","J1440",2024-06-09,23.3,49,38.1,61.6,29.2,30.8
"JPL","AD00402","J1841",2024-06-09,23.7,72,13.3,25.4,36.5,26.4
"Adama, Ethiopia","AD00412","J0609",2024-06-08,23,61,50.8,69.1,29.5,31.5
"JPL","AD00402","J1841",2024-06-08,23.7,72,16.9,26.7,36.8,28.1
"Tainan, Taiwan","AD00403","J1257",2024-06-08,14,43,15.4,32.2,36,42.6
"Tainan, Taiwan","AD00406","J1668",2024-06-08,17.7,54,15.3,33.2,34.7,39.7
"Amity University Noida, India","AD00088","J1482",2024-06-07,11.3,35,27.7,40.5,6.6,65.8
"JPL","AD00402","J1841",2024-06-07,23.7,72,24.8,37.3,34.8,29.5
"Tainan, Taiwan","AD00403","J1257",2024-06-07,23.7,72,22.1,39.3,42.7,39.6
"Tainan, Taiwan","AD00406","J1668",2024-06-07,24,73,10.2,20.5,34.7,40.8
"JPL","AD00402","J1841",2024-06-06,23.7,72,25.8,39.8,32.5,31.3
"JPL","AD00402","J1823",2024-06-05,0,1,32.2,32.2,35.8,34.4
"JPL","AD00402","J1841",2024-06-05,24,73,26.5,32.5,37.2,32.3
"Tainan, Taiwan","AD00403","J1225",2024-06-05,9,28,14.5,22,34.4,42.7
"Tainan, Taiwan","AD00406","J1642",2024-06-05,0,2,11,11,35,40.9
"JPL","AD00402","J1823",2024-06-04,23.7,72,26,33,32.4,30.7
"Tainan, Taiwan","AD00403","J1225",2024-06-04,24,73,10.4,20.3,48.9,34.8
"Tainan, Taiwan","AD00406","J1642",2024-06-04,23.7,72,4.4,9.2,41.9,35.3
"JPL","AD00402","J1823",2024-06-03,23.6,72,22.2,30,35.7,27.6
"JPL","AD00402","J1823",2024-06-02,23.7,72,16.9,23.4,38.7,24.7
"JPL","AD00402","J1823",2024-06-01,23.7,72,19.9,26.1,36.7,26.4
"JPL","AD00402","J1823",2024-05-31,23.7,72,28.5,35.8,33.4,28.6
"Tainan, Taiwan","AD00403","J1235",2024-05-31,9,28,1.1,1.8,30,46.1
"Tainan, Taiwan","AD00406","J1626",2024-05-31,9.7,30,0.6,1.4,29,44.4
"Amity University Noida, India","AD00088","#2LPM",2024-05-30,0,1,47.4,47.4,10.5,58.4
"Amity University Noida, India","AD00088","#2LPM",2024-05-30,16.7,51,43.3,102.9,10.1,59.6
"JPL","AD00402","J1823",2024-05-30,24,73,23.4,30.1,36.9,29.5
"Tainan, Taiwan","AD00403","J1235",2024-05-30,24,73,3.1,7,44,38.8
"Tainan, Taiwan","AD00406","J1626",2024-05-30,24,71,1,3.1,36.6,39.7
"JPL","AD00402","J1822",2024-05-29,23,70,22.3,29.7,32.7,27.6
"JPL","AD00402","J1822",2024-05-28,23.7,72,26.2,39.9,32.4,28.2
"Tainan, Taiwan","AD00403","J1231",2024-05-28,9,28,7.4,19.3,53,36.2
"Tainan, Taiwan","AD00406","J1638",2024-05-28,9.3,29,7.6,20.6,50.8,34.7
"JPL","AD00402","J1822",2024-05-27,23.7,72,19.2,24.2,32.4,27.5
"Tainan, Taiwan","AD00403","J1231",2024-05-27,24,73,7.9,20.6,50.1,36.6
"Tainan, Taiwan","AD00406","J1638",2024-05-27,23.7,72,3.9,11.6,42.5,37.2
"JPL","AD00402","J1822",2024-05-26,23.7,72,11.7,23.4,35.1,25.1
"JPL","AD00402","J1822",2024-05-25,23.7,72,7,15.2,35.1,25.7
"JPL","AD00402","J1822",2024-05-24,24,73,7.1,12,42.3,23.5
"JPL","AD00402","J1846",2024-05-23,4.3,14,12.8,14.2,39.3,26.5
"Tainan, Taiwan","AD00403","J1234",2024-05-23,9,28,18.3,30.5,33.5,44.1
"Tainan, Taiwan","AD00406","J1656",2024-05-23,9,28,18.1,31.3,30.7,43.1
"AASTU, Ethiopia","AD00091","J1282",2024-05-22,0.7,3,9.4,16.4,11.1,52.6
"Amity University Noida, India","AD00088","J1468",2024-05-22,12,37,83.2,132.8,13.4,61.7
"JPL","AD00402","J1846",2024-05-22,23.7,72,18.9,29.6,37.6,26.2
"Tainan, Taiwan","AD00403","J1234",2024-05-22,24,73,29.1,48.3,45.2,38
"Tainan, Taiwan","AD00406","J1656",2024-05-22,24,73,13,22.9,37.1,39
"AASTU, Ethiopia","AD00091","J1282",2024-05-21,0,1,12.9,12.9,16.5,39.7
"JPL","AD00402","J1846",2024-05-21,24,73,11.8,15.3,39.4,25.6
"AASTU, Ethiopia","AD00091","J1282",2024-05-20,15.3,47,6.9,14.8,13.6,47.9
"JPL","AD00402","J1845",2024-05-20,22.6,69,8.2,10.8,40.2,24.3
"AASTU, Ethiopia","AD00091","J1282",2024-05-19,23.7,72,10.4,38.3,22.7,41.1
"JPL","AD00402","J1845",2024-05-19,23.7,72,12.3,16.6,40.4,25.1
"Pretoria, South Africa","AD00405","J1101",2024-05-19,8.7,27,32.2,36.9,23.8,31
"Tainan, Taiwan","AD00406","J1624",2024-05-19,9,28,19,36.8,23.7,44.2
"AASTU, Ethiopia","AD00091","J1282",2024-05-18,23.7,72,19.3,65.5,18.8,45.6
"JPL","AD00402","J1845",2024-05-18,23.7,72,14.2,21.4,42.4,24.8
"Pretoria, South Africa","AD00405","J1101",2024-05-18,23.7,72,39.4,69.6,19.1,31.2
"Tainan, Taiwan","AD00406","J1624",2024-05-18,24,73,20,29.6,34,37.1
"JPL","AD00402","J1845",2024-05-17,23.7,72,15.1,29,43,24.6
"Pretoria, South Africa","AD00405","J1101",2024-05-17,23.7,71,29.5,48.4,21.7,31.3
